"prix";"ville";"nb_pieces";"surface";"type_bien";"type_logement";"description"
"390";"";"2.0";"";"Logement en résidence";"Logement en résidence";"360° Logement en résidence UXCO Station 59 à partir de 390€ cc / mois Villeneuve-d'ascq (59650) 2 chambres - Meublé - Parking - Salle de sport - Cafétéria Découvre bien plus qu'un simple logement avec UXCO Student ! Nous t'invitons à plonger dans une expérience de vie étudiante unique. Chaque détail de notre résidence est pensé pour offrir une expérience mémorable aux étudiants, avec des espaces de coworking et de coliving favorisant les rencontres et les échanges entre Colivers. Profite d'une salle commune conviviale équipée d’une TV avec une console de jeux, des zones de détente, une grande cuisine commune équipée, des espaces de coworking, un babyfoot, une salle de sport, terrasses végétalisées et bien plus encore ! Disponible immédiatement"
"618";"";"";"";"Logement en résidence";"Logement en résidence";"360° Logement en résidence Studently Racine² à partir de 618€ cc / mois Villenave-d'ornon (33140) Meublé - Salle de sport - Cafétéria Vivez l’expérience Studently ! Notre toute nouvelle résidence Studently Racine² possède de
nombreux atouts : Salle de fitness, laverie, épicerie, espaces coliving, coworking, espaces détente
ainsi qu'un espace commun paysager.
La sécurité est notre priorité, c'est pourquoi notre résidence est équipée d'un système d'accès par
badge et interphonie
Profitez de nos appartements modernes allant de 14.5 à 26m², avec une pièce de vie, une
kitchenette équipée, ainsi qu'une salle d'eau avec douche et sanitaire.
Cette résidence est idéalement située au cœur de Villenave-d’Ornon, à proximité des commerces et
des transports en commun, vous pourrez facilement vous déplacer pour rejoindre les universités et
écoles supérieures. Disponible en juin 2026"
"405";"Nantes";"";"";"Logement en résidence";"Logement en résidence";"Logement en résidence UXCO Pixel Nantes à partir de 405€ cc / mois Nantes (44300) Meublé - Parking - Salle de sport À proximité du Centre Hospitalier Universitaire Vétérinaire, de l’Ecole Nationale Supérieure Mines ou encore de l’Ecole de Design, la résidence propose 189 appartements dont 149 studios, 31 T1 et 9 T2 entièrement meublés, équipés et décorés avec soin. La résidence est également très bien desservie par les transports en commun puisqu’un arrêt de bus (75 – arrêt Ecole vétérinaire - direction Charbonneau) se trouve à seulement 5 minutes à pied.. 

Bien plus qu'un appartement, UXCO te promet une expérience unique au sein de sa résidence. Entièrement pensée et conçue pour répondre aux nouveaux besoins des étudiants, elle propose des logements meublés et équipés disposant tous d’un coin cuisine, d’un coin nuit et d’une salle d’eau privative. La résidence inclut également une gamme complète de services pour simplifier ton quotidien : laverie automatique connectée, parking privé sécurisé, local à vélo, espace fitness, espace coworking etc. Une connexion en wifi très haut débit est également disponible dans les logements et les parties communes, idéal pour suivre les cours à distance facilement !

Enfin, une salle commune est disponible au rez-de-chaussée, pour faciliter la rencontre avec les autres étudiants de la résidence. Elle comprend une cuisine partagée 100% équipée, un espace détente avec un canapé un TV et un baby-foot, un espace de coworking et une terrasse partagée avec une zone chill. Cool non ? Découvre juste après l’ensemble des avantages de la résidence et les logements disponibles. Disponible immédiatement"
"593";"Toulouse";"";"";"Logement en résidence";"Logement en résidence";"Logement en résidence Sweetly Liberty à partir de 593€ cc / mois Toulouse (31200) Meublé - Parking - Salle de sport La résidence de coliving Liberty est une résidence récente qui se situe à Toulouse. Elle est composée d’hébergements T1 et T1 bis entièrement connectés.

Les résidents pourront profiter de plusieurs espaces communs animés par le Sweet manager : salle de sport, espace de coworking, espace détente avec TV et bornes d’arcade…

Située à deux pas seulement de la ligne B du métro, les résidents pourront profiter d’un emplacement idéal. Proche du quartier Borderouge, elle profite de toutes ses commodités, que ce soit en terme de commerces, de restaurants ou de zones de culture et de loisirs (parc de la Maourine, cinéma Utopia, salle de concerts du Métronum…). Disponible immédiatement"
"390";"Montpellier";"";"";"Logement en résidence";"Logement en résidence";"360° Logement en résidence UXCO Kabane à partir de 390€ cc / mois Lattes (34970) Meublé - Parking - Salle de sport Résidence hybride entièrement neuve au sud de Montpellier, Kabane t’invite à vivre une véritable expérience.  

Kabane propose 131 appartements, du studio à la chambre privée en coliving. Chaque logement est loué entièrement meublé, avec une cuisine équipée (frigo, plaque vitrocéramique, micro-ondes, hotte et rangements) et un coin salon, un coin nuit, un coin bureau avec de nombreux rangements, et une salle de bain indépendante. Les appartements sont tous lumineux, modernes et décorés avec soin. Disponible immédiatement"
"713";"";"";"";"Logement en résidence";"Logement en résidence";"360° Logement en résidence Studently Campus Ricci à partir de 713€ cc / mois Villenave-d'ornon (33140) Meublé - Parking - Salle de sport Profitez d'une résidence récente et de son confort ! A proximité de différentes zones d'activités, les résidents du campus Ricci apprécieront le dynamisme de leur quartier. En effet, ils auront la possibilité de rejoindre des commerces, restaurants et supermarché, notamment avec l'arrêt de bus situé à proximité de la résidence ou le tramway à 1KM. Certaines écoles et instituts se trouvent à quelques minutes à pied de la résidence et beaucoup de formations universitaires sont basées sur le campus de Talence-Pessac Gradignan, à moins de 3 km. Autour de cet environnement animé, convivial et propice au travail se trouvent toutes les commodités nécessaires au quotidien. Quant au centre commercial Rives d'Arcins, il se situe à l'est du Campus Ricci soit à 8 minutes en voiture seulement. Pour la plus grande satisfaction des jeunes. Il propose une multitude de boutiques de loisirs. Des animations et bien d'autres seront organisé au sein de votre résidence , ambiance joviale et chaleureuse ! Disponible immédiatement"
"795";"Bordeaux";"";"";"Logement en résidence";"Logement en résidence";"Promotion en cours Logement en résidence Mer & Golf City Bordeaux Lac à partir de 795€ cc 895€ / mois Bordeaux (33300) Meublé - Parking - Salle de sport L’Appart-Hôtel Mer & Golf City est situé  en plein cœur du nouvel éco-quartier de « Bordeaux Ginko ». Il se trouve ainsi à proximité immédiate du Parc des Expositions, du Palais des Congrès, du Stade Matmut Atlantique et du Lac de Bordeaux.
Les jardins collectifs, les allées piétonnes et commerçantes, le lac et les canaux aménagés contribuent à une atmosphère à la fois urbaine et nature.

L’emplacement est idéal  :
> à quelques mètres de la ligne C du tramway (desservant le Parc des Expositions, le centre-ville historique et la gare LGV, mais aussi les communes de Blanquefort, Bègles et Villenave d’Ornon)


Tous les commerces et restaurants sont à proximité immédiate avec notamment la zone commerciale du Lac regroupant l’ensemble des plus grandes enseignes pour du shopping irrésistible !
Face à l'établissement, la Halle Gourmande propose un large choix de restaurants.

L’Appart-Hôtel Mer & Golf City se compose de 97 logements répartis en cascade du 2ème au 8ème étage avec ascenseur.

L'espace petit-déjeuner dispose d'une terrasse donnant sur un patio arboré. Une salle de fitness se situe à proximité de la réception et une laverie au rez-de-chaussée.

Tous les appartements sont spacieux, lumineux et climatisés. Ils sont orientés sud-est ou nord-ouest.

Etablissement non-fumeur. Parking gratuit dans la zone commerciale en face de l’établissement ou garage couvert payant (places limitées).

* Les draps, couettes et oreillers sont à fournir par l’étudiant. Disponible immédiatement"
"932";"Bordeaux";"";"30.0";"Logement en résidence";"Logement en résidence";"360° Logement en résidence Sweetly Saint Augustin à partir de 932€ cc / mois Bordeaux (33000) Meublé - Parking - Salle de sport - Cafétéria La résidence Saint-Augustin est une résidence de services nouvelle génération, alliant confort, innovation et flexibilité. Conscients des difficultés que peuvent rencontrer les jeunes, nous avons développé des formules locatives adaptées. En tant que professionnel de la gestion et de l'hébergement, nous sommes en mesure de satisfaire les différents profils de locataires grâce à notre souplesse d'accueil et à la flexibilité de l'occupation, sur des séjours de courtes et moyennes durées permettant la mobilité, comme par exemple : contrat à durée déterminé, contrat de professionnalisation, étudiant, intervenant des facultés, externat ou internat (médecine, professions médicales et para-médicales).
Forfait électricité inclus. Taxe de séjour non incluse dans le montant mensuel.
Vidéo d'un appartement T1 témoin de 30m2 : https://my.matterport.com/show/?m=1kBYHSPvLyY
Vidéo d'un appartement T2 témoin de 50 m2 : https://my.matterport.com/show/?m=18bGGAt5WBC Disponible immédiatement"
"629";"Toulouse";"";"";"Logement en résidence";"Logement en résidence";"Logement en résidence Studently La Colline des Sciences à partir de 629€ cc / mois Toulouse (31400) Meublé - Parking - Salle de sport La Colline des Sciences est une résidence étudiante rénovée alliant confort et services. Afin de favoriser la convivialité et de permettre aux étudiants de travailler, développer des projets et étudier, un espace de coworking est à leur disposition, mais également, une salle fitness, un espace détente et des espaces communs extérieurs complètent la résidence.
Située à proximité des transports (Métro ligne B et bus), des pôles d'innovations et universitaires de Toulouse Rangueil, elle offre ainsi une proximité immédiate aux commerces, universités, grandes écoles, ainsi qu’aux transports en commun.
Les appartements disposent d’un aménagement moderne et fonctionnel : séjour avec coin chambre, cuisine équipée, salle de bains privative.
Vivre à la Colline des Sciences s'est se sentir entouré et serein dans des conditions de vie et de travail optimales ! Disponible immédiatement"
"619";"Marseille";"";"25.0";"Logement en résidence";"Logement en résidence";"360° Promotion en cours Logement en résidence Kley Marseille Saint Charles à partir de 619€ cc / mois Marseille (13003) Meublé - Parking - Salle de sport En bordure d’Euroméditerranée, la nouvelle
résidence étudiante Kley Marseille est idéalement située au cœur de la
cité phocéenne. Les étudiants de l’université Aix-Marseille pourront rejoindre
leur école, le vieux port, la gare Saint-Charles à pied et rejoindre le centre
de Marseille avec les bus ou le métro à proximité. La résidence étudiante Kley à
Marseille présente un design « Bohème Chic » unique et des lieux de
vie innovants offrant aux étudiants une expérience propice au travail, aux
rencontres et aux échanges.

Du rez-de-chaussée au 9ème étage, la résidence étudiante Kley Marseille propose des studios de 16 à 25m2,
des T2 et même des colocations de 250m2 avec terrasse pour 8 étudiants.

Profitez d’une vue panoramique depuis le Rooftop et contemplez le coucher de soleil sur la mer depuis votre studio.
Un accès 24/24 à tous les espaces de vie partagés de plus de 700m2 : espace Lounge avec sa bibliothèque collaborative, cuisine partagée tout équipée, grand Co-working, espace accueil avec le Tuc Tuc Marseillais, Patio avec son camion revisité pour travailler en groupe, parvis aménagé pour ne pas s’ennuyer et un Rooftop;
Profitez d’une salle de CrossFit et d’une salle de Cinéma pour vous détendre entre deux révisions. L’équipe Kley Marseille vous accompagnera toute l’année avec de nombreux services pour faciliter votre quotidien et des événements uniques : cours de cuisine, cours de sport, job dating, café polyglotte… Disponible immédiatement"
"620";"";"2.0";"";"Logement en résidence";"Logement en résidence";"360° Logement en résidence UXCO Hugo Park à partir de 620€ cc / mois Villeurbanne (69100) 2 chambres - Meublé - Parking - Salle de sport Lumineux et aménagés avec soin par notre designer, les appartements (studio, T2 Duplex ou T3 conçus pour la coloc’) sont entièrement meublés et équipés pour vous offrir confort et bien-être. Chaque logement est composé d’un coin cuisine, d’un coin nuit (ou d’une ou deux chambres privatives pour les T2 et T3), d’un espace bureau et d’une salle de bain privative (deux pour les T3).

La résidence offre également de grands espaces communs, conçus pour créer de véritables moments d'échanges et de partage entre résidents. Designs et colorés, ils comprennent : une cuisine commune 100% équipée, des espaces chill & cowork, une zone fitness et une laverie automatique. 

En plus de ton appart' tout équipé, nous voulons te bichonner avec une gamme complète de services et d'avantages : connexion internet, laverie automatique avec sèche-linge, parking privé, prêt d’appareils électroménagers, livraison de Suit’Dej, prestations de ménage…

Enfin, la manager de la résidence est présente pour te donner tous les conseils dont tu auras besoin. Elle organise également tout au long de l'année des événements pour rythmer la vie de la résidence et permettre aux étudiants de se rencontrer et de partager des moments inoubliables. Disponible immédiatement"
"405";"Rennes";"";"";"Logement en résidence";"Logement en résidence";"360° Logement en résidence UXCO Métropolis à partir de 405€ cc / mois Rennes (35000) Meublé - Parking Métropolis propose 96 apparts de type T1 et T2. 

Meublés et aménagés avec style, ils disposent tous d’un coin bureau, d’une kitchenette équipée, d’une salle de bain privative et d’un lit avec kit linge à disposition. 

Entièrement imaginée pour offrir aux étudiants des conditions de vie et de travail optimales, elle dispose d’une gamme complète de services et avantages tels que la connexion WIFI illimitée dans chaque logement, la location d’appareils ménagers et TV écrans plats, l’accès gratuit à la fitness zone ainsi qu’aux espaces de détente et de co-working, laverie automatique, parking privé…

Il ne te reste plus qu’à poser tes valises, bienvenue chez toi ! Disponible immédiatement"
"750";"Nantes";"2.0";"";"Logement en résidence";"Logement en résidence";"Logement en résidence Appart'City Nantes Centre à partir de 750€ cc / mois Nantes (44000) Meublé - Salle de bain privée L'Appart’Hôtel Appart’City Confort Nantes Centre propose un hébergement 3 étoiles confortable et indépendant avec connexion Wi-Fi gratuite. La réception est ouverte 24/24h. 

Les appartements sont entièrement meublés et équipés d’une cuisine avec des plaques de cuisson vitrocéramiques, un réfrigérateur, un micro-ondes, un kit vaisselle et des ustensiles de cuisine. Du studio twin à l’appartement familial 2 pièces pour 4 personnes, ils sont tous dotés de rideaux occultant et d’un espace bureau, idéal pour les professionnels ou les étudiants. Disponible immédiatement"
"580";"Montpellier";"3.0";"";"Colocation";"Colocation";"Pro Réservable à la chambre Colocation VILLA T9 DE 180M² PLAN DES 4 SEIGNEURS à partir de 580€ cc / mois Montpellier (34090) 180m² - 3 chambres - Meublé - Parking ❤️ VILLA T9 DE 180M² PLAN DES 4 SEIGNEURS 

🌳Côté environnement :
Tous commerces de proximité accessibles à pied
A proximité du Tram Ligne 1 (Arrêt Hôpital Lapeyronie) )

🏠 Côté villa : 
Dans un quartier résidentiel calme, découvrez ce bien d’exception refait entièrement à neuf avec des matériaux de qualité et à la décoration contemporaine. Première occupation après travaux. Ce bien offre une multitude de services et est composé comme suit :  d’une grande pièce de vie, avec une cuisine meublée et équipée, d’un cellier et d’un garage avec lave-linge/sèche-linge et rangements ainsi que de wc indépendants. Le bien possède aussi un grand jardin, plusieurs terrasses  et une superbe piscine.  

⛺️Côtés chambres :
8 chambres meublées et équipées ainsi que 4 salles d’eau (dont une privative) qui feront le bonheur des colocataires.

💰Côté loyer :
Entre 590€ et 670€ toutes charges comprises (eau, électricité, chauffage,  internet, entretien piscine et jardin)

⚠️Garanties souhaitées : 1,5 mois hors charge de caution, garant solidaire ou VISALE

Bail individuel ouvrant droit aux APL. Disponible immédiatement"
"440";"Toulouse";"4.0";"77.0";"Colocation";"Colocation";"Pro 360° Réservable à la chambre Colocation Appartement cosy en colocation - Croix de Pierre à partir de 440€ cc / mois Toulouse (31100) 77m² - 1 chambre - Meublé ❤️4 CHAMBRES ENTIEREMENT MEUBLEES ET EQUIPEES
Adresse: 275 Route de seysses 31100 Toulouse .

👋 PROCHE UNIVERSITÉ JEAN JAURÈS

🌳Côté environnement: Au 2eme étage d’une résidence fermée sécurisée.
Bus L4 en bas de la résidence -> direct vers le centre-ville en 15 min. TER à 3 min -> train direct vers Matabiau ou Colomiers
Métro A à 15 min à pieds. Rocade à 5 min (périphérique toulousain)
Pour les étudiants : Université Jean Jaurès à 20 min à pied

🏠 Côté appartement: 77m2 entièrement rénové. Composé d’une pièce à vivre, ouverte sur cuisine, 4 belles chambres, une salle d’eau, un wc.

⛺️Côtés chambres : 4 chambres entièrement équipées et meublées. Lit double en 140, matelas neuf, parure de lit, table de chevet, bureau assise, placard aménagé.

💰Côté loyer : à partie de 420€ toutes charges comprises (eau, électricité, chauffage et internet)

⚠️Garanties souhaitées
1 mois de caution, garant solidaire ou VISALE
Bail individuel ouvrant droit aux APL Disponible immédiatement"
"580";"Lille";"9.0";"";"Colocation";"Colocation";"Pro 360° Réservable à la chambre Colocation Colocation à Lille (Solférino) à partir de 580€ cc / mois Lille (59800) 250m² - 9 chambres - Meublé - Salle de bain privée Nous vous proposons un grand Coliving de 12 chambres et autant de salles de bain, quatier Solférino.

Nombreux commerces et transports à proximité, vous êtes à 5mn à pied de L'IESEG, la CATHO, L'ESME et du centre de Lille.

12 chambres disponibles avec salles de bain individuelles, n'hésitez pas à nous contacter !

Vous aurez également accès à une salle de Cinéma ainsi qu'une salle de Sport. Disponible immédiatement"
"550";"Marseille";"";"";"Colocation";"Colocation";"Pro Réservable à la chambre Colocation Chambre dans appartement tout équipé à partir de 550€ cc / mois Marseille (13009) 67m² - 1 chambre - Meublé Appartement tout équipé et climatisé, idéal étudiant ou jeune actif de 67m²

Le 9e arrondissement donne accès aux sentiers pédestres du mont Puget et des plateaux rocheux du quartier de Carpiagne.

Des falaises calcaires bordent les petites plages du parc national des Calanques.

Dressée sur les hauteurs, la chapelle Saint-Joseph du Cabot domine le parc boisé de la colline Saint-Joseph. 
Le quartier du Redon, en plein essor, comprend des entreprises biotechnologiques ainsi que le campus et les facultés de l'université de Luminy.

A prévoir 200€ de frais d'état des lieux Disponible immédiatement"
"485";"Montpellier";"4.0";"98.0";"Colocation";"Colocation";"Pro 360° Réservable à la chambre Colocation Appartement T5 en colocation Montpellier à partir de 485€ cc / mois Montpellier (34080) 82m² - 1 chambre - Meublé - Salle de bain privée ❤️ APPARTEMENT T5 DE 82M² QUARTIER CELLENEUVE
(Réf : G - Lodève)

🌳Côté environnement :
Tous commerces de proximité accessibles à pied
Proche de Montpellier Business School et accessibilité de l'Université Paul Valéry
A proximité immédiate du TRAM ligne 3 (Arrêt Celleneuve) et à un arrêt de la Ligne 1
A 5 arrêts du Centre ville

🏠 Côté appartement :
Découvrez ce bel appartement de 82,98 m2, entièrement rénové avec terrasse, dans une petite résidence sécurisé, dont le ravalement vient d'être réalisé. La résidence bénéficie d'un parc arboré privatif.

L'appartement se compose d'une belle pièce de vie, ouverte sur la terrasse, d'une cuisine équipée et d'un cellier buanderie, d'un WC indépendant. Il dispose également d'une cave privative et d'une possibilité de stationnement privé (+50€ ).

⛺️Côtés chambres : 4 chambres avec 4 salles d’eau privatives

💰Côté loyer : Entre 485€ et 501€ toutes charges comprises (eau, électricité, chauffage et internet)

⚠️Garanties souhaitées : 1,5 mois de loyer (hors charges), garant solidaire ou VISALE

Bail individuel ouvrant droit aux APL. Disponible immédiatement"
"500";"Toulouse";"2.0";"80.0";"Colocation";"Colocation";"Pro 360° Réservable à la chambre Colocation Colocation de standing - Quartier Roseraie métro A à partir de 500€ cc / mois Toulouse (31500) 81m² - 2 chambres - Meublé ❤️ 4 CHAMBRES EQUIPEES ET MEUBLEES

🌳Adresse : rue de Caumont 31500 Toulouse.
Proche commerce de proximité : Carrefour express, restaurants, salle de sport, bureau de tabac …
Transport en commun : 14 min centre-ville Bus Ligne 9
Métro A – Metro Roseraie Ligne A
Gare Matabiau 5min en voiture

🏠 Côté appartement: Situé à Toulouse, découvrez ce bel appartement de 80m2 entièrement rénové en 2024. Il est composé d’une pièce à vivre, d’une cuisine équipée et aménagée, de 4 chambres équipées et meublées dont 2 salles d’eau, un grand balcon et 1 wc indépendant. Chaque chambre est équipée de sa  propre TV.

⛺️Côtés chambres : 4 chambres équipées et meublées. Lit double en 140, matelas, parure de lit, table de chevet, bureau assise, placard aménagé, TV

💰Côté loyer : à partir de 500€ toutes charges comprises (eau, électricité, chauffage et internet)

⚠️Garanties souhaitées: 1 mois de caution, garant solidaire ou VISALE

Bail individuel ouvrant droit aux APL.

Honoraires location Agence : 179 € Disponible immédiatement"
"745";"";"6.0";"130.0";"Colocation";"Colocation";"Pro Réservable à la chambre Colocation Colocation Colombes - 130m2 - 6 chambres à partir de 745€ cc / mois Colombes (92700) 130m² - 2 chambres - Meublé Colocation Colombes - 130m2 - 6 chambres
- Grand appartement de 130m2 loi carrez avec 6 chambres
- Visite virtuelle bientôt disponible, dépôt de dossier digital et rapide
- Un loyer charges comprises : eau, internet électricité, chauffage - Eligible aux APL !
L’APPARTEMENT :
- Appartement composé d'une cuisine équipée, d'un séjour/salle à manger, de 6 chambres, un balcon, 2 salles de bains et 1 WC séparé.
- Un grand salon équipé d'une grande TV !
- Entièrement meublée et équipée (liste complète des équipements sur demande)
LOCALISATION ET TRANSPORT :
- Proche commerces et transports
- Proche train ligne J, bus lignes 176, 276
- Avenue Audra 92700 Colombes
Bail classique de colocation
Loyer 670 par personne + 100 charges obligatoires (eau, électricité, internet, chauffage)
Dépôt de garantie : 1 mois de loyer CC
ELIGIBLE APL Disponible immédiatement"
"562";"Marseille";"2.0";"";"Colocation";"Colocation";"Réservable à la chambre Colocation COLOCATION MIXTE TOUT COMPRIS Marseille 13009 à partir de 562€ cc / mois Marseille (13009) 60m² - 2 chambres - Meublé 🏠 COLOCATION MIXTE de 3 chambres, située dans le 9e arrondissement de Marseille, dans un appartement meublé et tout équipé de 60 m², au rez-de-chaussée surélevé d'une résidence calme avec parking gratuit.
📍 Localisation idéale :
•	Commerces à deux pas : Carrefour Market, Auchan, boulangerie, pharmacie
•	Bus au pied de la résidence
•	Métro Sainte-Marguerite à 8 min à pied
•	À 10 min des plages du Prado, 15 min du Vieux-Port
•	Accès facile au campus de Luminy via le bus 24
•	Proche stade Vélodrome
________________________________________
🛏️ Les chambres (3)
Chaque chambre est entièrement meublée :
Lit double (140x200), bureau, chaise, armoire, serrure individuelle à clef.
________________________________________
🍽️ L'appartement :
•	Séjour lumineux ouvert sur une cuisine équipée : TV + internet fibre, lave-linge, four, hotte, plaque, frigo, micro-ondes, machine à café, bouilloire, ustensiles, etc.
•	Cagibi attenant à la cuisine
•	Loggia avec coin repassage et étendoir
•	WC séparé de la salle de douche
•	Double vitrage sur toutes les fenêtres
________________________________________
💸 Loyer et Charges :
TOUT COMPRIS, incluant :
✅ Eau froide
✅ Électricité
✅ Gaz
✅ Internet fibre
✅ Entretien de la chaudière
✅ Taxe ordures ménagères
________________________________________
📑 Conditions :
•	Bail individuel
•	Caution : 1 mois de loyer charges comprises
•	Garantie VISALE ou STUDAPART OBLIGATOIRE  – Pas de garant familial
•	Non-fumeur, pas d’animaux
•	Eligibles APL / CAF
________________________________________
📩 Intéressé(e) ?
Merci de me contacter via la messagerie Studapart en vous présentant brièvement. Disponible immédiatement"
"515";"Lille";"3.0";"14.0";"Colocation";"Colocation";"360° Réservable à la chambre Colocation Appartement coloc 3p terrasse, métro porte d'Arras à partir de 515€ cc / mois Lille (59000) 79m² - 3 chambres - Meublé - Parking Superbe appartement de 2022, proche Porte d'Arras, Lillenium et CHR.

L'appartement dispose d'une grande cuisine toute équipée avec sa belle pièce à vivre très lumineuse donnant sur un salon aménagé avec goût.
Ce bien dispose de 3 chambres meublées disposant chacune d'un bureau, et de grands espaces de rangement.

WC séparés, grande salle de bains avec baignoire et sèche serviettes.
Electroménager tout confort et tout neuf: lave-vaisselle, four à chaleur tournante, micro-onde 30L, Lave-Linge 10kgs et Sèche-Linge 9kgs.
En prime: grande terrasse de 14m2 orientée plein sud avec vue dégagée.

En option: une place de parking souterrain, pour 25€/mois (soit le prix d'un stationnement payant à l'extérieur), à la demande. Premier arrivé premier servi.

Provision sur charges (incluant internet, eau froide, eau chaude, taxe d'ordures ménagères, électricité, gaz, charges de copropriété part colocataire) : forfait 115 euros par mois. Disponible à partir du 1 mai 2026"
"638";"Lyon";"3.0";"";"Logement entier";"Logement entier";"Pro Logement entier Coloc' de standing 🏔️ LA COLOC JOSEPHINE 638€ cc / mois Lyon (69008) 57m² - 3 chambres - Meublé 🏠 LA COLOC JOSEPHINE 

⚠️ 50% DE REDUCTION SUR LES FRAIS DE DOSSIERS POUR NOS NOUVEAUX LOCATAIRE ⚠️

Une jolie chambre vous attend dans un appartement récemment rénové de 57m² situé au 3 Bis Impasse Ferret, 69008 Lyon. [100m du tram T6 - arrêt Petite Guille]
Emménagement possible dès le 5/10, réservation possible dès maintenant.


🛏 LA CHAMBRE

Chambre individuelle d'environ 12m², entièrement meublée/équipée et chaleureusement décorée.


🛋 ESPACES COMMUNS

⦁ Une cuisine américaine équipée avec îlot central 
⦁ Salon lumineux et équipé
⦁ Buanderie avec lave-linge 
⦁ 1 salle de bain avec sèche serviette
⦁ 1 toilette séparé


💰 PRIX

⦁ Loyer charges comprises : 638€ tout compris (eau, chauffage, électricité, internet, ménage hebdomadaire, assurance habitation, gestion et maintenance)
⦁ Garant physique ou moral requis
⦁ Éligible APL


🖥 RÉSERVATION

Pour réserver votre chambre, vous pouvez me contacter par message ou par téléphone. Visite virtuelle disponible sur demande. 
Pour votre confort : candidature 100% en ligne. Disponible à partir du 10 avr. 2026"
"662";"Lyon";"6.0";"12.0";"Colocation";"Colocation";"Pro Réservable à la chambre Colocation Coloc' de standing - 🏠 LA COLOC BACHUT à partir de 662€ cc / mois Lyon (69008) 196m² - 1 chambre - Meublé 🌟 LA COLOC BACHUT est une résidence conviviale rénovée et équipée composée 6 chambres avec 3 salles de douche et sanitaires partagés, ainsi qu’une cuisine équipée, un jardin, une buanderie ! 

Où ? : Tram T2 à 2 minutes à pieds du Tram T2, des bus C15, C25, à 8 minutes à pieds du T6 et T4 et 15 minutes du Métro D, 

✨ LA CHAMBRE  est un espace privatif d’environ 12 m2 entièrement meublé avec salle de douche et sanitaire partagés. Votre chambre dispose de : 🛏️ un lit double 🪑 un espace bureau/chaise 🖥️ une télévision 👔 un dressing 🧺 un kit de linges et serviettes 🔑 une serrure 

💰 PRIX Loyer à partir de 662€ charges comprises. Tout est inclus dans votre loyer : 

💧 Fluide : eau chaude/froide, électricité, chauffage 
📱 Internet haut débit 
🏠 Assurance habitation 
🧼 Ménage hebdomadaire dans les parties communes 
🎉 Organisations d’événements 
🎈 Une coloc à thème avec une décoration et un agencement spécifique 
📑 Gestion de votre dossier en toute simplicité 
🛠️ Maintenance 
🍇 Un panier de fruits mensuels

💡 INFORMATIONS COMPLÉMENTAIRES 

Baux individuels (pas de bail solidaire).
Éligible aux APL 
Aides actions logements : Mobili-Jeunes, Mon Job, Mon Logement etc. __________________________________________________________
Zone soumise à l’encadrement des loyers : 

- Loyer de base : loyer de référence : 271€
- Loyer de référence majoré : 271€
- Complément de loyer : 245€
- Forfait de charges : 200€ 
- Dépôt de garantie : 940€ 
- Honoraires charges locataires : 261,31€ Disponible à partir du 10 avr. 2026"
"840";"Bordeaux";"";"25.0";"Studio";"Studio";"Studio Logement entier pour 2 personnes de 25m² 840€ cc / mois Bordeaux (33000) 25m² - Meublé Superbe appartement  type 1 de 25 M2 cours Victor Hugo ( quartier Saint Michel).
Appartement meublé entièrement équipé , rénové dans immeuble rénové. belles parties communes avec grand local vélo.
Tout est neuf grande cuisine, lave linge, beau dressing, baignoire, double vitrage , lumineux, à 200M du Tramway, proximité de tous les commerces, TV LCD 80CM, WIFI inclus
fer a repasser et table, grille pain , bouilloire, nespresso ....
le canapé lit 1 personne se transforme en 1 vrai lit 2 personnes de 160cm 
possibilité d un autre lit 1 place sur demande
WIFI
Bail civil uniquement Disponible immédiatement"
"640";"Marseille";"";"";"Studio";"Studio";"360° Studio T1 carré d’or résid Stand .Ent.refait metroperier 640€ cc / mois Marseille (13008) 14m² - Meublé - Salle de bain privée T1 dans le « carrré D’or «  très chic du 8eme .
Exceptionnel réussi à allier une petite rue  très calme, sans circulation avec petite  résidence bourgeoise et familiale  sécurisé avec 2  Digicode successif . Situé a seulement 200 mètres du métro PERIER et du bus B1 pour Luminy/ KEDGE direct avec voie de bus .
En réz de chaussée calme donnant sur petit jardin en retrait d’une rue avec quasi absence  circulation .
L’appartement  a été  refait de A a Z avec matériaux haut de gamme et équipe entièrement à neuf 2023.
Carrelage italien gris perle 60 par 30 colonne de douche et robinet GROHE, sanitaire JACOB DELAFON tableau électrique SCHNEIDER,micro ondes inox et plaque induction , frigo intégrable , lave linge intégrable, bouilloire,machine NESPRESSO ,  TV écran plat au mur Samsung avec convection multimédia HDMI  déjà câblé , fibre optique câble , double  vitrage , placard rangement , radiateur électrique SAUTER avec prise USB ,cuisine neuve , canapé  BZ haut de gamme matelas DUNLOPILLO.
Jolie décoration contemporaine prévu .
Avec plan bar et tabouret haut.
Vaisselle de qualité complète et matériel de cuisine . Disponible immédiatement"
