"prix";"ville";"nb_pieces";"surface";"type_bien";"type_logement";"description"
"600";"Paris";"1.0";"";"Colocation";"Colocation";"Réservable à la chambre Colocation Colocation RER A Noisy Champs à partir de 600€ cc / mois Noisy-le-grand (93160) 89m² - 1 chambre - Meublé Colocation meublée - CAMPUS Descartes – RER A Noisy Champs    Nous avons 5 chambres meublées qui se libèrent dans une colocation. Appartement à Noisy le Grand (2 allée de la Butte aux Cailles).     BAIL INDEPENDANT =} aucune solidarité entre les colocataires !!    **********LOCALISATION*****************    RER A Noisy-Champs à 7-8 minutes à pied.     A 10-15 min à pied des écoles CAMPUS CITE DESCARTES : Université Paris Est Marne la Vallée (UPEM), ESIEE, ENSG, lycée DESCARTES, Ecole architecture (ENSA), Ecole des Ponts et Chaussées (ENPC), Ecole supérieure d’Ostéopathie (ESO Supeosteo). Environnement calme et verdoyant.    A 5 min à pied des commerces: boulangerie, tabac/journaux, Franprix, pharmacie, cabinet médical, La Poste.  A 5 min à pied des arrêts des bus 213 & 312.  A 17 min de Paris (M° Nation), à 20 min de la Gare de Lyon, à 23 min de Châtelet, à 26 min d’Auber.   A 15 min de Val d’Europe et 18 min de DISNEYLAND et la Gare de Chessy MLV TGV.   A 5 min de l’autoroute A4, A199 et à 10 min de l’autoroute A86 et de la N104.  A 15 min du centre commercial des Arcades Noisy le Grand.  A 15 min du Lycée international de Noisy le Grand.  A 30 min des aéroports Orly et Roissy Charles de Gaulle.    ***********AMENAGEMENT NEUF & DESIGN*************    Espace de vie et cuisine entièrement équipés (TV, wifi, réfrigérateur, four, micro-ondes, plaques de cuisson, hotte, machine à laver, vaisselle, ustensiles de cuisine, tables et chaises, aspirateur. Internet fibre optique box.     2 salles de bains, 2 WC.     Chaque chambre est composée de :  - Lit double ;   - Bureau avec chaise ;   - Rangements (armoire, placard et/ou étagères) ;  - Serrure individuelle.    Résidence calme et sécurisée. Situé au 9ème étage avec ascenseur.   Interphone, gardien, garage à vélo.    *************CONDITIONS DE LA LOCATION  Loyer + 50€ de forfait de charges de copropriété, électricité, chauffage, eau chaude et froide, internet.   CAF (APL) possible. Disponible immédiatement"
"600";"Paris";"2.0";"";"Colocation";"Colocation";"Réservable à la chambre Colocation Logement en colocation pour 6 personnes de 110m² à partir de 600€ cc / mois Noisy-le-grand (93160) 110m² - 2 chambres - Meublé Appartement rénové en mars 2023. 6 chambres au total. Vous pouvez réserver une seule chambre ou bien plusieurs si vous êtes un groupe d'amis. Entièrement aménagé et équipé.    COLOCATION MEUBLEE - CITE DESCARTES – RER NOISY LE CHAMPS - NOISY LE GRAND  Nous avons une chambre meublée qui se libère en colocation dans un appartement de 110 m². Appartement entièrement rénové et équipé de mobilier neuf.   BAIL INDEPENDANT pour chaque locataire     **************************LOCALISATION***********************************  RER A Noisy-Champs à 3 minutes à pied.  A 10 min à pied des écoles CAMPUS CITE DESCARTES : Université Paris Est Marne la Vallée (UPEM), ESIEE, ENSG, lycée DESCARTES, Ecole architecture (ENSA), Ecole des Ponts et Chaussées (ENPC), Ecole supérieure d’Osthéopatie (ESO Supeosteo). Environnement calme (allée piétonne).  A 5 min à pied des commerces: boulangerie, tabac/journaux, Super U, pharmacie, cabinet médical, La Poste.    A 15 min de Paris (M° Nation), à 20 min de la Gare de Lyon, à 23 min de Châtelet, à 26 min d’Auber.  A 15 min de Val d’Europe et 18 min de DISNEYLAND et la Gare de Chessy MLV TGV.  A 5 min de l’autoroute A4, A199 et à 10 min de l’autoroute A86 et de la N104.  A 15 min du centre commercial des Arcades Noisy le Grand.  A 15 min du Lycée international de Noisy le Grand.  A 30 min des aéroports Orly et Roissy Charles de Gaulle.  ********************AMENAGEMENT NEUF & DESIGN************  Espace de vie et cuisine entièrement équipés (TV, wifi, réfrigérateur, four, micro-onde, plaques de cuisson, hotte, machine à laver, vaisselle, ustensiles de cuisine, tables et chaises, aspirateur). Internet fibre optique box.  2 salles de bains, 2 WC, Terrasse de 80 m².  Les chambres ont une surface entre 9 et 13 m² Carrez et sont composées de :  - Lit double ;  - Bureau avec chaise ;  - Rangements (armoire, placard et/ou étagères) ;  - Serrure individuelle.  Résidence calme et sécurisée. Situé au rez-de-chaussée.  Interphone.  *****************CONDITIONS DE LA LOCATION************************   loyer hors charges + charges de copropriété, EDF, chauffage, eau chaude et froide, internet.    CAF (APL) possible. Disponible immédiatement"
"600";"Paris";"1.0";"";"Colocation";"Colocation";"Réservable à la chambre Colocation 2 BAC R4 à partir de 600€ cc / mois Noisy-le-grand (93160) 89m² - 1 chambre - Meublé Colocation meublée - CAMPUS Descartes – RER A Noisy Champs à 7 minutes à pied de l'appartement    Nous avons 5 chambres meublées qui se libèrent dans une colocation. Appartement à Noisy le Grand (2 allée de la Butte aux Cailles).    BAIL INDEPENDANT =} aucune solidarité entre les colocataires !!    **********LOCALISATION*****************    A 10-15 min à pied des écoles CAMPUS CITE DESCARTES : Université Paris Est Marne la Vallée (UPEM), ESIEE, ENSG, lycée DESCARTES, Ecole architecture (ENSA), Ecole des Ponts et Chaussées (ENPC), Ecole supérieure d’Ostéopathie (ESO Supeosteo). Environnement calme et verdoyant.    A 5 min à pied des commerces: boulangerie, tabac/journaux, Franprix, pharmacie, cabinet médical, La Poste.  A 5 min à pied des arrêts des bus 213 & 312.  A 17 min de Paris (M° Nation), à 20 min de la Gare de Lyon, à 23 min de Châtelet, à 26 min d’Auber.  A 15 min de Val d’Europe et 18 min de DISNEYLAND et la Gare de Chessy MLV TGV.  A 5 min de l’autoroute A4, A199 et à 10 min de l’autoroute A86 et de la N104.  A 15 min du centre commercial des Arcades Noisy le Grand.  A 15 min du Lycée international de Noisy le Grand.  A 30 min des aéroports Orly et Roissy Charles de Gaulle.    ***********AMENAGEMENT NEUF & DESIGN*************    Espace de vie et cuisine entièrement équipés (TV, wifi, réfrigérateur, four, micro-ondes, plaques de cuisson, hotte, machine à laver, vaisselle, ustensiles de cuisine, tables et chaises, aspirateur). Internet fibre optique box.    2 salles de bains, 2 WC.    Chaque chambre est composée de :  - Lit double ;  - Bureau avec chaise ;  - Rangements (armoire, placard et/ou étagères) ;  - Serrure individuelle.    Résidence calme et sécurisée. Situé au 4ème étage avec ascenseur.  Interphone, gardien, garage à vélo.    *************CONDITIONS DE LA LOCATION  Loyer 550€ + 50€ de forfait de charges de copropriété, électricité, chauffage, eau chaude et froide, internet.  CAF (APL) possible.  55€ de frais administratifs à régler en même temps que le paiement du dépôt de garantie dès la réservation. Disponible immédiatement"
"550";"Paris";"5.0";"";"Colocation";"Colocation";"Colocation meublée - CAMPUS Descartes – RER A Noisy Champs à 7 minutes à pied de l'appartement    Nous avons 5 chambres meublées qui se libèrent dans une colocation. Appartement à Noisy le Grand (2 allée de la Butte aux Cailles).    BAIL INDEPENDANT =} aucune solidarité entre les colocataires !!    **********LOCALISATION*****************    A 10-15 min à pied des écoles CAMPUS CITE DESCARTES : Université Paris Est Marne la Vallée (UPEM), ESIEE, ENSG, lycée DESCARTES, Ecole architecture (ENSA), Ecole des Ponts et Chaussées (ENPC), Ecole supérieure d’Ostéopathie (ESO Supeosteo). Environnement calme et verdoyant.    A 5 min à pied des commerces: boulangerie, tabac/journaux, Franprix, pharmacie, cabinet médical, La Poste.  A 5 min à pied des arrêts des bus 213 & 312.  A 17 min de Paris (M° Nation), à 20 min de la Gare de Lyon, à 23 min de Châtelet, à 26 min d’Auber.  A 15 min de Val d’Europe et 18 min de DISNEYLAND et la Gare de Chessy MLV TGV.  A 5 min de l’autoroute A4, A199 et à 10 min de l’autoroute A86 et de la N104.  A 15 min du centre commercial des Arcades Noisy le Grand.  A 15 min du Lycée international de Noisy le Grand.  A 30 min des aéroports Orly et Roissy Charles de Gaulle.    ***********AMENAGEMENT NEUF & DESIGN*************    Espace de vie et cuisine entièrement équipés (TV, wifi, réfrigérateur, four, micro-ondes, plaques de cuisson, hotte, machine à laver, vaisselle, ustensiles de cuisine, tables et chaises, aspirateur). Internet fibre optique box.    2 salles de bains, 2 WC.    Chaque chambre est composée de :  - Lit double ;  - Bureau avec chaise ;  - Rangements (armoire, placard et/ou étagères) ;  - Serrure individuelle.    Résidence calme et sécurisée. Situé au 4ème étage avec ascenseur.  Interphone, gardien, garage à vélo.    *************CONDITIONS DE LA LOCATION  Loyer 550€ + 50€ de forfait de charges de copropriété, électricité, chauffage, eau chaude et froide, internet.  CAF (APL) possible.  55€ de frais administratifs à régler en même temps que le paiement du dépôt de garantie dès la réservation."
"860";"";"";"";"Logement en résidence";"Logement en résidence";"Logement en résidence NOMAD Campus The Place à partir de 860€ cc / mois Suresnes (92150) Meublé - Parking - Cafétéria Cette nouvelle résidence propose des logements du studio au T3, allant de 16 m² à 50 m², neufs, meublés et équipés.    Les studios sont composés d’une kitchenette (plaques vitrocéramiques, micro-ondes, réfrigérateur et vaisselle), d’une salle de bains privative, d’un coin nuit et d’un coin bureau.  Les appartements à partager : les T3 disposent de deux chambres privatives avec un espace de vie à partager.  Chaque locataire bénéficie d’une connexion internet gratuite.    Pourquoi choisir notre résidence étudiante The Place ?    La résidence étudiante The Place s’inscrit dans notre lignée de résidences collaboratives. Place à l’échange, à la mixité et au partage grâce à nos événements organisés tout au long de l’année et à notre équipe à l’écoute, afin d’offrir à nos locataires une expérience unique et conviviale.  La résidence Nomad Campus The Place est un véritable espace d’échanges grâce à ses nombreux espaces à partager.    Des espaces communs qui n’ont rien de commun !    Plus que des espaces communs, ce sont de véritables espaces de vie.  Plongez dans l’ambiance de la Movie Room, idéale pour regarder vos films et séries préférés, seul ou entre amis.  Envie de partager un bon petit plat ou d’organiser un repas entre locataires ? Profitez du Kitchen Lab ! Parfaitement équipé, cet espace est idéal pour des moments de convivialité au quotidien.  Besoin d’un bol d’air frais ? La résidence dispose d’un patio, idéal pour se détendre et se ressourcer.  La résidence est également équipée d’un Wash Bar*, aménagé avec des lave-linges et des sèche-linges, accessible 24h/24 et 7j/7.  Vous avez besoin d’une place de parking ? La résidence dispose d’un parking sécurisé en sous-sol et propose la location de places à 90 € TTC/mois Disponible immédiatement"
"1172";"Paris";"";"";"Studio";"Studio";"Promotion en cours Logement en résidence Canvas Ivry sur Seine à partir de 1172€ cc 1379€ / mois Ivry-sur seine (94200) Meublé - Parking - Salle de sport - Cafétéria Profitez de 10 % de réduction par mois grâce à notre offre d’ouverture !  Vivez aux portes de Paris dans des studios modernes et tout inclus, au cœur d’une communauté internationale dynamique. Et ce n’est pas tout : rooftop, lounges, salle de sport, coworking, cinéma en plein air… ici, vous avez tout ce qu’il faut pour vivre, travailler et vous amuser.  Nos studios neufs, meublés et équipés (17 à 26 m²), sont disponibles à partir de 965 € TTC charges comprises, à Ivry-sur-Seine, à quelques minutes du centre de Paris et des grandes écoles comme ESIEA ou Paris Business School. Transports ultra-accessibles : RER C à 1 min et métro ligne 7 à 8 min.  Pourquoi choisir Canvas Paris Ivry ?  Studios prêts à vivre : il ne reste plus qu’à poser votre valise !  - Cuisine équipée  - Salle de bain privée   - Rangements  - Électricité, eau, chauffage et internet inclus  - Kits linge, vaisselle et hygiène fournis  - Accès sécurisé avec serrures électroniques  Espaces communs et services au top :  - Salle de sport Technogym, studio de yoga et coworking  - Rooftop, lounges, terrasses paysagées, cinéma en plein air, barbecues  - Laverie, Bringme Box, location d’électroménager et local à vélos sécurisé  Rejoignez une communauté internationale et dynamique Rencontrez étudiants et jeunes professionnels du monde entier grâce à nos événements réguliers et à notre équipe bilingue prête à vous accompagner au quotidien.  Sécurité et emplacement idéal Proche des universités et du centre de Paris, la résidence offre sécurité 24h/24, accueil chaleureux et gestion facile via l’application Canvas.    Bien plus qu’un simple logement : Canvas Paris Ivry est le point de départ de votre aventure parisienne, où confort, sécurité et convivialité se rencontrent ! Disponible immédiatement"
"1172";"";"";"";"Logement en résidence";"Logement en résidence";"Logement en résidence Canvas Ivry sur Seine à partir de 1172€ cc 1379€ / mois"
"965";"Paris";"";"";"Studio";"Studio";"Profitez de 10 % de réduction par mois grâce à notre offre d’ouverture !  Vivez aux portes de Paris dans des studios modernes et tout inclus, au cœur d’une communauté internationale dynamique. Et ce n’est pas tout : rooftop, lounges, salle de sport, coworking, cinéma en plein air… ici, vous avez tout ce qu’il faut pour vivre, travailler et vous amuser.  Nos studios neufs, meublés et équipés (17 à 26 m²), sont disponibles à partir de 965 € TTC charges comprises, à Ivry-sur-Seine, à quelques minutes du centre de Paris et des grandes écoles comme ESIEA ou Paris Business School. Transports ultra-accessibles : RER C à 1 min et métro ligne 7 à 8 min.  Pourquoi choisir Canvas Paris Ivry ?  Studios prêts à vivre : il ne reste plus qu’à poser votre valise !  - Cuisine équipée  - Salle de bain privée   - Rangements  - Électricité, eau, chauffage et internet inclus  - Kits linge, vaisselle et hygiène fournis  - Accès sécurisé avec serrures électroniques  Espaces communs et services au top :  - Salle de sport Technogym, studio de yoga et coworking  - Rooftop, lounges, terrasses paysagées, cinéma en plein air, barbecues  - Laverie, Bringme Box, location d’électroménager et local à vélos sécurisé  Rejoignez une communauté internationale et dynamique Rencontrez étudiants et jeunes professionnels du monde entier grâce à nos événements réguliers et à notre équipe bilingue prête à vous accompagner au quotidien.  Sécurité et emplacement idéal Proche des universités et du centre de Paris, la résidence offre sécurité 24h/24, accueil chaleureux et gestion facile via l’application Canvas.    Bien plus qu’un simple logement : Canvas Paris Ivry est le point de départ de votre aventure parisienne, où confort, sécurité et convivialité se rencontrent !"
"720";"Paris";"";"";"Logement en résidence";"Logement en résidence";"Logement en résidence Twenty Campus Nanterre Cité Internationale à partir de 720€ cc / mois Nanterre (92000) Meublé - Parking - Salle de sport - Cafétéria Découvrez la résidence étudiante Twenty Campus Nanterre Cité Internationale, située à proximité de Paris, offrant des logements modernes allant du studio au T2 Premium, ainsi que des chambres en colocation. Profitez de nombreux services inclus dans votre loyer, tels qu'une salle de fitness, une salle de musique, une salle de cinéma, un espace de coworking et une cafétéria avec terrasse. Idéalement située, la résidence est à 10 minutes d'un centre commercial, 15 minutes d'un cinéma et 20 minutes d'un hôpital, avec des transports en commun à proximité pour faciliter vos déplacements vers l'Université Paris Nanterre et d'autres établissements renommés. Chaque logement est meublé et équipé pour votre confort, dans un cadre convivial et sécurisé. Rejoignez notre communauté étudiante dynamique et réservez dès maintenant votre logement ! Disponible immédiatement"
"850";"";"";"";"Logement en résidence";"Logement en résidence";"Logement en résidence Twenty Campus Pantin à partir de 850€ cc / mois Pantin (93500) Meublé - Salle de sport - Cafétéria Découvrez notre nouvelle résidence étudiante Twenty Campus Pantin – Stade Montbrand, un lieu moderne et convivial conçu pour offrir aux étudiants un cadre de vie agréable et pratique.   Située en plein cœur de Pantin, cette résidence propose des logements allant du studio fonctionnel au T3 spacieux, parfaitement adaptés aux besoins des étudiants.    En choisissant notre résidence étudiante à Pantin, vous bénéficiez de nombreux services inclus dans votre loyer. Coté charge ? tout est inclus dans le loyer, vivez l'expérience ALL IN !     Un espace de coworking moderne et lumineux est à votre disposition pour travailler dans des conditions optimales.   Pour garder la forme et vous détendre après une journée de cours, profitez de notre salle de fitness équipée. Un responsable de site est présent pour vous accompagner et répondre à vos besoins, garantissant une ambiance conviviale et sécurisée.   De plus, un service de petit-déjeuner est proposé en cafétéria du lundi au vendredi, pour bien commencer votre journée. Disponible immédiatement"
"843";"Paris";"";"";"Logement en résidence";"Logement en résidence";"360° Logement en résidence Sweetly Paris Fontenay-aux-Roses à partir de 843€ cc / mois Fontenay-aux-roses (92260) Meublé - Parking - Salle de sport Venez découvrir notre nouvelle résidence Sweetly Paris Fontenay-aux-Roses !   Idéalement située proche transports et commodités, cette résidence sécurisée vous propose des logements tout équipés avec coin cuisine, salle de bain, espace de travail et rangements. Notre équipe sera à votre disposition du lundi au vendredi.  Vous aurez accès à toute une multitude de services et équipements inclus pour vous divertir et rester en forme :   Wifi haut débit, Salle de fitness, espace coworking, espace gaming, sans oublier notre superbe rooftop !  Les universités et écoles supérieures telles que la faculté Jean-Monnet, l'IUT de Sceaux ou le lycée polyvalent de Cachan sont facilement accessibles en transports en commun. Disponible en mai 2026"
"1600";"Paris";"";"";"Logement en résidence";"Logement en résidence";"Promotion en cours Logement en résidence Adagio Paris Bercy à partir de 1600€ cc / mois Paris (75012) Meublé - Cafétéria L'Aparthotel Adagio Paris Bercy est situé dans l’Est parisien, au cœur du quartier de Bercy Village, à proximité de la Cour Saint-Émilion où vous retrouverez une panoplie de restaurants et de commerces en tout genre, et à 5 minutes de Gare de Lyon. L’aparthotel dispose de 140 appartements tous très fonctionnels et entièrement équipés. Pour un séjour optimal, différents services tels qu’un accès à la laverie, pressing sont mis à votre disposition. Une salle de séminaire est aussi disponible pour organiser vos réunions. En cas de besoin, notre équipe de réception se tiendra disponible 24h/24. Disponible immédiatement"
"1035";"";"";"";"Logement en résidence";"Logement en résidence";"Logement en résidence UXCO Streamline à partir de 1035€ cc / mois Boulogne-billancourt (92100) Meublé - Parking Streamline propose 183 apparts de type studio et T1. Meublés et aménagés avec style, ils disposent tous d’un coin bureau avec rangements, d’une kitchenette équipée avec kit vaisselle complet, d’une salle de bain privative avec WC et d’un lit.     Entièrement imaginée pour t’offrir un lieu de vie original, la résidence étudiante Streamline propose, dans un style Art Déco inspiré de l’univers bling-bling de Gatsby Le Magnifique, des espaces communs propices au bien-être, à la créativité et au partage : zone de co-working, espace détente avec borne d’arcade, bibliothèque, canap’, TV et cuisine commune.    Une gamme complète de services est également à ta disposition pour simplifier ton quotidien et te permettre de te concentrer sur l’essentiel : connexion internet, laverie automatique avec sèche-linge, parking privé, prêt d’appareils électroménagers, livraison de Suit’Dej, prestations de ménage…    Enfin, Marco le manager est disponible pour l'ensemble des étudiants, et organise tout au long de l'année des événements qui rythment la vie de la résidence et donnent l'impression de vivre en communauté dans une grande colocation.     Il ne te reste plus qu’à poser tes valises, Welcome HOME ! Disponible immédiatement"
"880";"Paris";"";"";"Logement en résidence";"Logement en résidence";"360° Logement en résidence Twenty Campus Ivry Stalingrad à partir de 880€ cc / mois Ivry-sur-seine (94200) Meublé - Salle de sport Twenty Campus Ivry vous propose une résidence étudiante aux portes de Paris, (Métro ligne 7) et face au futur Tramway Paris/Orly  Les logements sont entièrement meublé et équipé : Lit, bureau, chaise, placard de rangement, kitchenette équipée (frigo, plaques, micro-ondes, vaisselle), salle d'eau individuelle avec WC.    Nombreux Services INCLUS dans le loyer :  - Petit déjeuner en cafétéria,   - Salle de sport  - Internet illimité  - Ménage du logement 2 fois par mois  - Responsable de site présent quotidiennement  - Animation et événements entre résidents     Distributeur et laverie sur place Disponible immédiatement"
"1100";"Paris";"2.0";"";"Logement en résidence";"Logement en résidence";"Promotion en cours Logement en résidence Adagio access QUAI D'IVRY à partir de 1100€ cc / mois Ivry-sur-seine (94200) Meublé - Parking Situé à la périphérie de Paris et à proximité des quais de Seine, l'Adagio access Paris Quai d'Ivry dispose de 176 appartements allant du studio au 2 pièces, entièrement meublés et équipés. Vous pourrez profiter de services multiples tels qu’un accès à une laverie, ou encore à un parking privé couvert. L'équipe en réception sera se tenir disponible 24/24 pour répondre vos demandes. Disponible immédiatement"
"2388";"Paris";"2.0";"";"Logement entier";"Logement entier";"Logement entier Sunny Bastille-Roquette Paris 2388€ cc / mois Paris (75011) 35m² - 2 chambres - Meublé - Salle de bain privée Bienvenue dans notre bel appartement de 2 pièces. Loué UNIQUEMENT en bail MOBILITÉ, trois mois Maximum. Au 3ème étage avec ascenseur, entièrement rénové, situé au cœur du dynamique 11 e arrondissement, à quelques pas de la station M° Voltaire et très bien desservi par les transports en commun. Cet espace charmant offre un mélange parfait de caractère historique, fin 19 e , et de confort moderne, avec ses parquets d'origine, ses moulures élégantes et ses soubassements. Baigné de lumière naturelle grâce à ses fenêtres exposées au sud, l'appartement bénéficie d'une ambiance lumineuse et aérée. Fenêtres dans toutes les pièces. Celles en façade sont à double-vitrages. Chauffage individuel au gaz, récentes rénovations extérieures et un agencement bien pensé sans perte d'espace. Détendez-vous (ou travaillez) dans le confortable salon, préparez vos repas dans la cuisine entièrement équipée : lave-vaisselle, micro-ondes/grill, plaques à induction, réfrigérateur/freezer. Table et deux tabourets. Literie neuve (160cm/200cm) dans la chambre avec grand placard. Digicode dans l’immeuble pour assurer votre sécurité et porte blindée. Voisins calmes. Emplacement parfait à proximité des attractions populaires parisiennes, notre appartement est le choix idéal pour votre séjour. Au pied de l’immeuble, vous avez tous les commerces de bouche : boulangeries, boucheries, charcuteries, traiteurs, fromagers, cavistes, supermarchés. De nombreux restaurants, brasseries et cafés tous très sympas. Wi-Fi haut débit, lave-linge, séchoir et tous les essentiels sont fournis pour assurer votre confort. A 10 minutes à pied, en descendant la rue de la Roquette, vous arriverez Place de la Bastille avec ses nombreux cafés et l’Opéra. En traversant la place, vous êtes déjà dans le Marais. En remontant la rue de la Roquette, vous accédez en 10 minutes à l’entrée principale du très célèbre Cimetière du Père Lachaise. L’appartement est desservi par la ligne 9 du métro, qui relie Pont de Sèvres à Mairie de Montreuil. Disponible immédiatement"
"1490";"Paris";"";"28.0";"Studio";"Studio";"Studio Grand Studio 28m2 vue panoramique sur Montmartre 1490€ cc / mois Paris (75018) 28m² - Meublé - Parking - Salle de bain privée Studio de 28m2 situé en étage élevé (2 ascenseurs) de la tour PARIS REFERENCE, à côté du métro Porte de la Chapelle L12. Le studio dispose de chauffage central, lave-linge, cuisine équipée (frigo, plaque électrique, four/microondes), coin repas, grande armoire/dressing, 2 lits individuels (ou 1 lit double), bureau, salle de bain indépendante, parquet, double vitrage. Grande baie-vitrée, VUE DÉGAGÉE PANORAMIQUE SUR MONTMARTRE, exposition Sud. Possibilité de place de parking au sous-sol. Éligible aux aides au logement. OUR CONTRACTS ONLY RUN FOR A FULL ACADEMIC YEAR and have a solidarity clause. Please do not hesitate to ask any questions. Disponible immédiatement"
"895";"Paris";"3.0";"";"Colocation";"Colocation";"360° Réservable à la chambre Colocation EXCLUSIVE FLAT SHARE WITH VIEWS OVER MONTMARTRE 4 à partir de 895€ cc / mois Paris (75018) 79m² - 3 chambres - Meublé - Parking We present an exclusive apartment in the 4th floor with a large terrace and spectacular views over iconic Montmartre. On top of the stay in this high-end building, you will be provided with para-hotel services including monthly breakfast, weekly cleaning, house linen and personalized hosting. The apartment is brand new and fully furnished with taste and quality furniture (Pantone brand furniture), ready for you to move in. It has 5 large bedrooms, 2 bathrooms, a bright living room with a fully equipped open kitchen (oven, microwave, fridge, dishwasher) and a terrace of 8m² with its table and chairs for you to enjoy a mojito in the evening while enjoying one of the most exclusive views in Paris. Each one of the 5 bedrooms measures between 10 and 14m², and is equipped with one extra-quality individual bed, one XL double cupboard, a study table Pantone, comfortable chair Pantone, one storage cabinet Pantone and 2 sets of cotton bedsheets. The apartment is ideal for students enrolled in schools in the north or east of Paris (IFA, ESMOD, INSEEC, ESCP, Cours Florent, etc.). The apartment is very well connected with public transportation, close to Marx Dormoy and Porte de la Chapelle underground (Line 12) and Tram (Line 3b), and is part of the new high-quality residence building (Paris MON18) with 2 elevators. The apartment has central heating, washing machine, appliances, large wardrobes, parquet floor, double glazing. South (and sunny) exposure. The apartment is eligible for APL CAF government subsidy. The rent listed above includes household linen (bedsheets and towels), weekly cleaning, monthly breakfast service, personalized hosting, hot and cold water, heating in winter and Fiber Internet. OUR CONTRACTS ONLY RUN FOR A FULL ACADEMIC YEAR and have a solidarity clause. Please do not hesitate to ask any questions. Disponible à partir du 15 avr. 2026"
"895";"Paris";"3.0";"";"Colocation";"Colocation";"360° Réservable à la chambre Colocation 7E EXCLUSIVE FLAT SHARE WITH VIEWS OVER MONTMARTRE à partir de 895€ cc / mois Paris (75018) 74m² - 3 chambres - Meublé - Parking We present an exclusive apartment in the 7th floor with a large terrace and spectacular views over iconic Montmartre. On top of the stay in this high-end building, you will be provided with para-hotel services including weekly breakfast, weekly cleaning, house linen and personalized hosting. The apartment is brand new and fully furnished with taste and quality furniture, ready for you to move in. It has 4 large bedrooms, 2 bathrooms with 2 toilets, a bright living room with a fully equipped open kitchen (oven, microwave, fridge, dishwasher) and a terrace of 9m² to enjoy one of the most exclusive views in Paris. Each one of the 4 bedrooms measures between 10 and 14m², and is equipped with one extra-quality individual bed, one XL double cupboard, a study table, comfortable chair, and 2 sets of cotton bedsheets. The apartment is ideal for students enrolled in schools in the north or east of Paris (Campus Condorcet, Sorbonne, IFA, ESMOD, INSEEC, ESCP, Cours Florent, etc.). The apartment is very well connected with public transportation, close to Marx Dormoy and Porte de la Chapelle underground stations (Line 12) and Tram (Line 3b), and is part of the new high-quality residence building (Impulsion) with 2 elevators. The apartment has central heating, washing machine, appliances, large wardrobes, parquet floor, double glazing. South (and sunny) exposure. The apartment is eligible for APL CAF government subsidy. The rent listed above includes household linen (bedsheets and towels), weekly cleaning, weekly breakfast service, personalized hosting, hot and cold water, heating in winter and Wifi Fiber Internet. OUR CONTRACTS ONLY RUN FOR A FULL ACADEMIC YEAR and have a solidarity clause. Please do not hesitate to ask any questions. Disponible immédiatement"
"695";"Paris";"";"";"Studio";"Studio";"360° Réservable à la chambre Studio Exclusive SHARED ROOM in apt view over Montmartre à partir de 695€ cc / mois Paris (75018) 65m² - Meublé - Parking - Salle de bain privée ou are applying for a shared bedroom (2 individual beds per room) in an apartment with 2 bedrooms (total 4 students living in the apartment). On top of the bedrooms and bathroom, the apartment has a common shared space with a sofa, dining table, open kitchen and a large terrace. You would be sharing the accommodation with other international students enrolled in similar schools (IFA, ESCP, etc.). The residence is located 9 Rue Eva Kotchever 75018 Paris – very close to metro Line 12 and tramway Line 3b. The price includes central heating in winter, hot and cold water, internet, weekly cleaning, monthly breakfast, bed linen and personalized hosting (electricity is not included). We have other types of accommodation in the same residence and/or the same area (individual studios, individual bedrooms). Do not hesitate to ask for more information. All our accommodations are eligible to CAF government subsidies (around 120-150 Euros/month subsidy). OUR CONTRACTS ONLY RUN FOR A FULL ACADEMIC YEAR. Please do not hesitate to ask any questions. Disponible immédiatement"
"1695";"Paris";"1.0";"";"Studio";"Studio";"360° Logement T2 Studio 31m², Arsenal district, 75004 1695€ cc / mois Paris (75004) 31m² - 1 chambre - Meublé - Salle de bain privée Completely renovated, a secured and furnished studio in a beautiful 1930 building with secured entry, equipped with a security code and intercom.  10 minutes away from Metro Sully-Morland and Quai de la Rapée. 75004 - 2 metro line (7 & 5) and 3 bus lines (86, 87, 72) . 10 minutes from Notre Dame, Le bassin de L'Arsenal and Place Bastille.   Walking distance from Polytech Sorbonne and Business Schools.    Fully equipped kitchen, bathroom, toilet, dressing room and balconie. Bed, linen, comforter, pillows and towels provided. (utilities charges+Wifi included).  Option Home cleaning service (Every 2 weeks, 2 hours of cleaning) with an extra fee: 120€/months to confirm during the final reservation or on-demand 2 hours minimum (80€).    Lease requierement:  Required deposit : 1 month rent if rental period above 10 months, it will be a lease model for a furnished dwelling for 12 months max.    Minimum: 6 months rental; preferred 10 months (Mobility lease)  Unpaid rent insurance through Studapart (Guarantor) only.  Compulsory home insurance, preferable through Studapart. Disponible à partir du 1 mai 2026"
"1200";"Paris";"";"";"Studio";"Studio";"Studio LOCATION STUDIO 1200€ cc / mois Paris (75017) 25m² - Meublé - Salle de bain privée Dans le quartier de l'Etoile, petit studio tout confort à louer.  Petite cuisine indépendante, équipée (four et lave vaisselle), salle de douche indépendante.  Très bien desservi par transports en commun.  METRO CHARLES DE GAULLE ET TERNES  RER A AUTOBUS 30, 31, 43, 92.  Eligible aux APL. Disponible à partir du 13 mai 2026"
